"address","parcel","sample_date","excavation_date","remediation_status","address_omaha"
"3830 GROVER ST","1826790000",2003-11-04,"not remediated","not remediated","3830 GROVER ST Omaha, NE"
"3837 GROVER ST","1826970000",2004-06-17,"2015-06-08","remediated","3837 GROVER ST Omaha, NE"
"2102 MAPLE ST","0920880000",2005-12-12,"2011-10-01","remediated","2102 MAPLE ST Omaha, NE"
"3204 MONROE ST","1928240004",2009-04-30,"not remediated","not remediated","3204 MONROE ST Omaha, NE"
"3343 AMES AV","0921390000",2006-04-13,"not remediated","not remediated","3343 AMES AV Omaha, NE"
"3317 OHIO ST","1918500002",2009-10-27,"not remediated","not remediated","3317 OHIO ST Omaha, NE"
"4344 N 34 AV","0922280027",2011-04-22,"not remediated","not remediated","4344 N 34 AV Omaha, NE"
"1910 BROWNE ST","1935900000",2010-12-03,"not remediated","not remediated","1910 BROWNE ST Omaha, NE"
"1021 S 35 AV","0922810000",2003-10-28,"not remediated","not remediated","1021 S 35 AV Omaha, NE"
"2028 MAPLE ST","0922960006",2008-05-28,"not remediated","not remediated","2028 MAPLE ST Omaha, NE"
"2534 PATRICK AV","2000440003",2012-04-24,"2012-07-27","remediated","2534 PATRICK AV Omaha, NE"
"2612 PATRICK AV","2000720000",2009-07-20,"2012-07-27","remediated","2612 PATRICK AV Omaha, NE"
"930 S 38 AV","0923290000",2010-11-17,"2024-11-07","remediated","930 S 38 AV Omaha, NE"
"6916 N 33 ST","0923400000",2003-12-15,"not remediated","not remediated","6916 N 33 ST Omaha, NE"
"404 PINE ST","0902480000",2007-11-08,"not remediated","not remediated","404 PINE ST Omaha, NE"
"1421 N 20 ST","0805790806",2005-11-02,"not remediated","not remediated","1421 N 20 ST Omaha, NE"
"6737 N 35 ST","0926060000",2004-01-30,"not remediated","not remediated","6737 N 35 ST Omaha, NE"
"2625 WEBER ST","0923610000",2003-12-30,"not remediated","not remediated","2625 WEBER ST Omaha, NE"
"3634 LEAVENWORTH CT","1616447502",2010-06-21,"not remediated","not remediated","3634 LEAVENWORTH CT Omaha, NE"
"4227 LEAVENWORTH ST","1616510000",2003-11-06,"not remediated","not remediated","4227 LEAVENWORTH ST Omaha, NE"
"4423 LEAVENWORTH ST","1616690000",2003-11-10,"2011-10-04","remediated","4423 LEAVENWORTH ST Omaha, NE"
"6922 N 39 ST","0500050006",2004-01-15,"not remediated","not remediated","6922 N 39 ST Omaha, NE"
"3702 BROWNE ST","0502640002",2004-10-04,"not remediated","not remediated","3702 BROWNE ST Omaha, NE"
"5125 N 37 AV","0502710000",2004-01-21,"not remediated","not remediated","5125 N 37 AV Omaha, NE"
"5209 N 38 ST","0502990000",2003-11-12,"not remediated","not remediated","5209 N 38 ST Omaha, NE"
"129 N 36 ST","0503070000",2004-01-20,"2011-07-28","remediated","129 N 36 ST Omaha, NE"
"123 N 37 ST","0503330000",2003-07-31,"not remediated","not remediated","123 N 37 ST Omaha, NE"
"4218 N 60 ST","0628740000",2010-06-10,"not remediated","not remediated","4218 N 60 ST Omaha, NE"
"2110 CASTELAR ST","0744580000",2004-07-19,"not remediated","not remediated","2110 CASTELAR ST Omaha, NE"
"2302 S 23 ST","0744710000",2009-05-27,"2023-11-02","remediated","2302 S 23 ST Omaha, NE"
"2338 S 23 ST","0744800000",2008-04-25,"not remediated","not remediated","2338 S 23 ST Omaha, NE"
"2423 S 20 AV","0744900050",2001-08-12,"2002-07-18","remediated","2423 S 20 AV Omaha, NE"
"2532 HARTMAN AV","0535080000",1999-12-18,"not remediated","not remediated","2532 HARTMAN AV Omaha, NE"
"5711 N 27 ST","0535110000",2008-07-25,"not remediated","not remediated","5711 N 27 ST Omaha, NE"
"3854 LEAVENWORTH ST","0535210001",2006-11-14,"not remediated","not remediated","3854 LEAVENWORTH ST Omaha, NE"
"5414 N 42 ST","0535370000",2004-05-26,"not remediated","not remediated","5414 N 42 ST Omaha, NE"
"2308 S 7 ST","0535460000",2002-10-29,"2010-09-10","remediated","2308 S 7 ST Omaha, NE"
"2335 S 8 ST","0535550000",2002-10-28,"2011-07-14","remediated","2335 S 8 ST Omaha, NE"
"2421 S 7 ST","0535620000",2003-07-29,"not remediated","not remediated","2421 S 7 ST Omaha, NE"
"2409 S 8 ST","0535730000",2003-08-18,"not remediated","not remediated","2409 S 8 ST Omaha, NE"
"2507 S 8 ST","0535790000",2004-09-21,"not remediated","not remediated","2507 S 8 ST Omaha, NE"
"616 BANCROFT ST","0535910000",2003-07-08,"not remediated","not remediated","616 BANCROFT ST Omaha, NE"
"2618 S 7 AV","0535990000",2003-08-11,"not remediated","not remediated","2618 S 7 AV Omaha, NE"
"3010 S 9 ST","0536470000",2004-09-13,"not remediated","not remediated","3010 S 9 ST Omaha, NE"
"2784 S 9 ST","0536540000",2004-10-05,"2006-04-20","remediated","2784 S 9 ST Omaha, NE"
"818 S 30 ST","0536740000",2009-08-11,"2009-11-20","remediated","818 S 30 ST Omaha, NE"
"3023 MARCY ST","0536920002",2003-11-10,"2007-08-14","remediated","3023 MARCY ST Omaha, NE"
"3002 MASON ST","0537000000",2003-11-19,"2009-08-25","remediated","3002 MASON ST Omaha, NE"
"3070 MASON ST","0537090002",2003-11-17,"not remediated","not remediated","3070 MASON ST Omaha, NE"
"1507 SPRING ST","0537990000",2004-10-01,"not remediated","not remediated","1507 SPRING ST Omaha, NE"
"2854 FOWLER AV","0538100000",2004-01-17,"2011-10-28","remediated","2854 FOWLER AV Omaha, NE"
"4712 N 29 ST","2233851100",2004-10-21,"not remediated","not remediated","4712 N 29 ST Omaha, NE"
"3742 S 49 ST","1038060022",2009-08-26,"not remediated","not remediated","3742 S 49 ST Omaha, NE"
"3555 LEAVENWORTH ST","1038140000",2011-07-20,"2011-08-15","remediated","3555 LEAVENWORTH ST Omaha, NE"
"814 S 35 AV","1038220000",2004-10-04,"2009-10-14","remediated","814 S 35 AV Omaha, NE"
"823 S 36 ST","1038310000",2003-11-21,"2007-10-11","remediated","823 S 36 ST Omaha, NE"
"3511 WALNUT ST","1038500000",2003-09-17,"not remediated","not remediated","3511 WALNUT ST Omaha, NE"
"1330 S 35 ST","1038710000",2001-06-18,"not remediated","not remediated","1330 S 35 ST Omaha, NE"
"3541 PINE ST","1038750000",2004-07-23,"not remediated","not remediated","3541 PINE ST Omaha, NE"
"3520 HICKORY ST","1038860000",2003-11-05,"2011-08-10","remediated","3520 HICKORY ST Omaha, NE"
"3534 HICKORY ST","1038900000",2003-09-10,"not remediated","not remediated","3534 HICKORY ST Omaha, NE"
"3307 HICKORY ST","1038950000",2010-11-23,"not remediated","not remediated","3307 HICKORY ST Omaha, NE"
"1020 S 31 ST","1628540000",2004-09-07,"not remediated","not remediated","1020 S 31 ST Omaha, NE"
"3839 MONROE ST","1737460002",2008-06-20,"not remediated","not remediated","3839 MONROE ST Omaha, NE"
"3822 DREXEL ST","1737510000",2008-07-01,"not remediated","not remediated","3822 DREXEL ST Omaha, NE"
"3816 MONROE ST","1737770012",2004-06-15,"not remediated","not remediated","3816 MONROE ST Omaha, NE"
"6522 S 38 ST","1737770010",2004-06-15,"not remediated","not remediated","6522 S 38 ST Omaha, NE"
"3539 SPRING ST","1737870000",2006-06-20,"not remediated","not remediated","3539 SPRING ST Omaha, NE"
"3534 VINTON ST","1737910000",2004-09-13,"not remediated","not remediated","3534 VINTON ST Omaha, NE"
"3520 VINTON ST","1737950000",2004-07-27,"not remediated","not remediated","3520 VINTON ST Omaha, NE"
"3510 VINTON ST","1737990002",2004-08-04,"not remediated","not remediated","3510 VINTON ST Omaha, NE"
"3640 VINTON ST","1738120000",2004-08-13,"2011-07-19","remediated","3640 VINTON ST Omaha, NE"
"3611 VINTON ST","1738240000",2004-09-13,"not remediated","not remediated","3611 VINTON ST Omaha, NE"
"3628 HASCALL ST","1738370000",2003-10-28,"not remediated","not remediated","3628 HASCALL ST Omaha, NE"
"3503 VINTON ST","1738440000",2020-04-27,"not remediated","not remediated","3503 VINTON ST Omaha, NE"
"3531 VINTON ST","1738510000",2003-10-24,"not remediated","not remediated","3531 VINTON ST Omaha, NE"
"3538 HASCALL ST","1738570000",2006-09-15,"not remediated","not remediated","3538 HASCALL ST Omaha, NE"
"3531 HASCALL ST","1738730000",2005-12-20,"not remediated","not remediated","3531 HASCALL ST Omaha, NE"
"3540 VALLEY ST","1738780000",2005-10-18,"not remediated","not remediated","3540 VALLEY ST Omaha, NE"
"3510 VALLEY ST","1738850000",2008-09-05,"not remediated","not remediated","3510 VALLEY ST Omaha, NE"
"3617 HASCALL ST","1738920000",2003-11-03,"not remediated","not remediated","3617 HASCALL ST Omaha, NE"
"3618 VALLEY ST","1739050000",2003-11-07,"not remediated","not remediated","3618 VALLEY ST Omaha, NE"
"3643 VALLEY ST","1739200000",2004-04-08,"not remediated","not remediated","3643 VALLEY ST Omaha, NE"
"3521 VALLEY ST","1739380002",2003-11-03,"not remediated","not remediated","3521 VALLEY ST Omaha, NE"
"6344 FLORENCE BD","1739550000",2004-10-11,"not remediated","not remediated","6344 FLORENCE BD Omaha, NE"
"1010 MERCER PARK RD","1739640000",2004-06-14,"not remediated","not remediated","1010 MERCER PARK RD Omaha, NE"
"912 MERCER PARK RD","1739710000",2003-06-11,"not remediated","not remediated","912 MERCER PARK RD Omaha, NE"
"929 MERCER BD","1739770000",2003-06-05,"not remediated","not remediated","929 MERCER BD Omaha, NE"
"2430 BRISTOL ST","1303080000",2023-04-18,"not remediated","not remediated","2430 BRISTOL ST Omaha, NE"
"2506 BRISTOL ST","1303120000",2004-06-16,"2012-06-08","remediated","2506 BRISTOL ST Omaha, NE"
"2524 BRISTOL ST","1303160000",2005-01-12,"2010-08-18","remediated","2524 BRISTOL ST Omaha, NE"
"2612 BRISTOL ST","1303250000",2004-09-13,"2010-04-14","remediated","2612 BRISTOL ST Omaha, NE"
"2607 BRISTOL ST","1303440000",2006-09-21,"2009-09-28","remediated","2607 BRISTOL ST Omaha, NE"
"2601 BRISTOL ST","1303480000",2009-05-22,"2010-09-29","remediated","2601 BRISTOL ST Omaha, NE"
"2511 BRISTOL ST","1303540000",2004-04-15,"not remediated","not remediated","2511 BRISTOL ST Omaha, NE"
"6509 S 30 ST","1303770000",2020-09-18,"not remediated","not remediated","6509 S 30 ST Omaha, NE"
"2806 MONROE ST","1303910002",2014-05-16,"not remediated","not remediated","2806 MONROE ST Omaha, NE"
"3146 CHICAGO ST","1304040000",2003-09-23,"2013-11-11","remediated","3146 CHICAGO ST Omaha, NE"
"3163 CHICAGO ST","1304100000",2003-07-16,"2004-05-24","remediated","3163 CHICAGO ST Omaha, NE"
"3304 DAVENPORT ST","1304210000",2003-07-23,"2011-10-15","remediated","3304 DAVENPORT ST Omaha, NE"
"315 N 34 ST","1304260000",2004-01-23,"not remediated","not remediated","315 N 34 ST Omaha, NE"
"310 N 34 ST","1304390000",2003-07-28,"not remediated","not remediated","310 N 34 ST Omaha, NE"
"309 N 35 ST","1304460000",2003-09-23,"2010-08-30","remediated","309 N 35 ST Omaha, NE"
"352 N 35 AV","1304770000",2004-08-27,"not remediated","not remediated","352 N 35 AV Omaha, NE"
"141 N 35 AV","1305060000",2004-07-15,"not remediated","not remediated","141 N 35 AV Omaha, NE"
"3421 DAVENPORT ST","1305130000",2003-12-10,"2020-08-12","remediated","3421 DAVENPORT ST Omaha, NE"
"1614 B ST","1305320000",2003-09-12,"2009-09-29","remediated","1614 B ST Omaha, NE"
"1702 B ST","1305530000",2003-09-11,"2012-07-20","remediated","1702 B ST Omaha, NE"
"1716 B ST","1305590000",2003-09-11,"not remediated","not remediated","1716 B ST Omaha, NE"
"3720 S 16 ST","1306160000",2003-08-19,"not remediated","not remediated","3720 S 16 ST Omaha, NE"
"3723 S 17 ST","1306250002",2004-08-09,"not remediated","not remediated","3723 S 17 ST Omaha, NE"
"3032 T ST","1424760000",2004-01-28,"not remediated","not remediated","3032 T ST Omaha, NE"
"3520 BURT ST","1204330000",2006-07-11,"2011-11-04","remediated","3520 BURT ST Omaha, NE"
"812 N 35 ST","1204370000",2008-05-27,"2010-09-30","remediated","812 N 35 ST Omaha, NE"
"4812 ERSKINE ST","1204420000",2008-10-28,"not remediated","not remediated","4812 ERSKINE ST Omaha, NE"
"4840 ERSKINE ST","1204500000",2008-11-05,"2010-07-22","remediated","4840 ERSKINE ST Omaha, NE"
"4861 NORTHWEST RADIAL HW","1204570000",2009-06-04,"2010-10-08","remediated","4861 NORTHWEST RADIAL HW Omaha, NE"
"4815 NORTHWEST RADIAL HW","1204630000",2009-06-09,"not remediated","not remediated","4815 NORTHWEST RADIAL HW Omaha, NE"
"2314 N 48 ST","1204670000",2009-06-15,"2009-11-06","remediated","2314 N 48 ST Omaha, NE"
"2307 N 49 ST","1204820000",2009-05-11,"not remediated","not remediated","2307 N 49 ST Omaha, NE"
"4839 ERSKINE ST","1204890000",2008-12-12,"not remediated","not remediated","4839 ERSKINE ST Omaha, NE"
"4815 ERSKINE ST","1204950000",2009-05-27,"not remediated","not remediated","4815 ERSKINE ST Omaha, NE"
"2024 N 48 ST","1205020000",2008-11-17,"not remediated","not remediated","2024 N 48 ST Omaha, NE"
"2043 N 48 AV","1205170000",2009-07-01,"2014-10-04","remediated","2043 N 48 AV Omaha, NE"
"2035 N 49 ST","1205400000",2012-07-13,"2012-09-27","remediated","2035 N 49 ST Omaha, NE"
"401 HICKORY ST","1208010000",2009-05-06,"not remediated","not remediated","401 HICKORY ST Omaha, NE"
"416 WALNUT ST","1208210000",2004-09-14,"2008-11-13","remediated","416 WALNUT ST Omaha, NE"
"419 WALNUT ST","1209510002",2005-09-29,"not remediated","not remediated","419 WALNUT ST Omaha, NE"
"8915 N 36 ST","1113090004",2003-12-16,"not remediated","not remediated","8915 N 36 ST Omaha, NE"
"2710 BROWNE ST","2538370002",2003-12-10,"2006-06-14","remediated","2710 BROWNE ST Omaha, NE"
"4022 LAFAYETTE AV","2538450000",2006-09-29,"not remediated","not remediated","4022 LAFAYETTE AV Omaha, NE"
"2505 CORBY ST","2538953909",2006-02-16,"not remediated","not remediated","2505 CORBY ST Omaha, NE"
"2513 CORBY ST","2539010000",2006-08-23,"2011-04-18","remediated","2513 CORBY ST Omaha, NE"
"2411 PINKNEY ST","2539100000",2011-09-27,"2015-07-15","remediated","2411 PINKNEY ST Omaha, NE"
"2425 PINKNEY ST","2539140000",2003-06-11,"not remediated","not remediated","2425 PINKNEY ST Omaha, NE"
"2437 PINKNEY ST","2539170000",2004-09-14,"not remediated","not remediated","2437 PINKNEY ST Omaha, NE"
"2453 PINKNEY ST","2539210000",2003-07-18,"2003-12-06","remediated","2453 PINKNEY ST Omaha, NE"
"2561 PINKNEY ST","2539250000",2001-07-26,"2002-06-26","remediated","2561 PINKNEY ST Omaha, NE"
"2591 PINKNEY ST","2539330000",2004-08-31,"2011-07-27","remediated","2591 PINKNEY ST Omaha, NE"
"4522 N 36 ST","2539440000",2009-07-06,"not remediated","not remediated","4522 N 36 ST Omaha, NE"
"3610 AMES AV","2539500000",2009-07-01,"2009-11-20","remediated","3610 AMES AV Omaha, NE"
"4527 N 36 AV","2539570000",2004-10-21,"not remediated","not remediated","4527 N 36 AV Omaha, NE"
"7302 N 36 AVENUE CR","2540120537",2004-01-23,"not remediated","not remediated","7302 N 36 AVENUE CR Omaha, NE"
"3995 IOWA ST","2540120638",2004-04-28,"not remediated","not remediated","3995 IOWA ST Omaha, NE"
"3969 SCOTT ST","2540120694",2003-12-09,"not remediated","not remediated","3969 SCOTT ST Omaha, NE"
"3954 SCOTT ST","2540120716",2003-12-12,"not remediated","not remediated","3954 SCOTT ST Omaha, NE"
"5315 S 57 ST","2239900000",2014-04-24,"not remediated","not remediated","5315 S 57 ST Omaha, NE"
"3615 BEDFORD AV","2517200000",2003-11-18,"not remediated","not remediated","3615 BEDFORD AV Omaha, NE"
"3624 LOTHROP ST","2517520000",2004-06-08,"not remediated","not remediated","3624 LOTHROP ST Omaha, NE"
"3715 SPENCER ST","2518100000",2004-01-27,"not remediated","not remediated","3715 SPENCER ST Omaha, NE"
"3743 SPENCER ST","2518170000",2004-08-18,"not remediated","not remediated","3743 SPENCER ST Omaha, NE"
"3901 SPENCER ST","2518250000",2004-01-16,"not remediated","not remediated","3901 SPENCER ST Omaha, NE"
"3933 SPENCER ST","2518330002",2004-08-12,"not remediated","not remediated","3933 SPENCER ST Omaha, NE"
"4031 SPENCER ST","2518410000",2005-10-25,"not remediated","not remediated","4031 SPENCER ST Omaha, NE"
"4143 SPENCER ST","2518540000",2005-06-07,"not remediated","not remediated","4143 SPENCER ST Omaha, NE"
"4052 SPENCER ST","2518680000",2004-11-17,"2012-06-20","remediated","4052 SPENCER ST Omaha, NE"
"3201 N 39 ST","2518840004",2004-08-26,"not remediated","not remediated","3201 N 39 ST Omaha, NE"
"3210 N 38 ST","2518940002",2003-11-20,"not remediated","not remediated","3210 N 38 ST Omaha, NE"
"3239 N 39 ST","2519010000",2004-08-26,"not remediated","not remediated","3239 N 39 ST Omaha, NE"
"3216 N 39 ST","2519090002",2003-09-16,"2005-07-06","remediated","3216 N 39 ST Omaha, NE"
"3219 N 40 ST","2519240000",2003-10-29,"not remediated","not remediated","3219 N 40 ST Omaha, NE"
"3236 N 40 ST","2519310002",2002-07-29,"not remediated","not remediated","3236 N 40 ST Omaha, NE"
"3227 N 40 AV","2519390000",2003-11-11,"not remediated","not remediated","3227 N 40 AV Omaha, NE"
"807 N 39 ST","2206610000",2003-07-17,"2010-05-15","remediated","807 N 39 ST Omaha, NE"
"3834 BURT ST","2206640000",2003-12-02,"not remediated","not remediated","3834 BURT ST Omaha, NE"
"3912 BURT ST","2206780000",2004-08-25,"2006-08-14","remediated","3912 BURT ST Omaha, NE"
"802 N 39 ST","2206820000",2004-08-25,"2005-04-18","remediated","802 N 39 ST Omaha, NE"
"2624 N 19 AV","2206970000",2004-07-18,"not remediated","not remediated","2624 N 19 AV Omaha, NE"
"2619 FLORENCE BD","2207060000",2005-08-24,"not remediated","not remediated","2619 FLORENCE BD Omaha, NE"
"507 MARTHA ST","2207800000",2003-09-25,"not remediated","not remediated","507 MARTHA ST Omaha, NE"
"2315 S 8 ST","2207990000",1999-07-09,"2002-10-07","remediated","2315 S 8 ST Omaha, NE"
"2424 CALDWELL ST","2210370000",2001-11-11,"2003-12-02","remediated","2424 CALDWELL ST Omaha, NE"
"2921 DECATUR ST","2212390000",2012-08-15,"not remediated","not remediated","2921 DECATUR ST Omaha, NE"
"2928 FRANKLIN ST","2212460000",2003-07-31,"not remediated","not remediated","2928 FRANKLIN ST Omaha, NE"
"2818 FRANKLIN ST","2212660000",2004-08-09,"2007-11-02","remediated","2818 FRANKLIN ST Omaha, NE"
"1622 N 29 ST","2212840000",2006-04-14,"2007-08-14","remediated","1622 N 29 ST Omaha, NE"
"2916 SEWARD ST","2213110002",2005-05-02,"2010-10-18","remediated","2916 SEWARD ST Omaha, NE"
"1520 N 28 ST","2213430000",2004-03-17,"not remediated","not remediated","1520 N 28 ST Omaha, NE"
"2812 CHARLES ST","2213560000",2004-03-22,"2012-05-25","remediated","2812 CHARLES ST Omaha, NE"
"4960 BEDFORD AV","2151060000",2019-05-29,"not remediated","not remediated","4960 BEDFORD AV Omaha, NE"
"4812 BEDFORD AV","2151230000",2010-08-04,"not remediated","not remediated","4812 BEDFORD AV Omaha, NE"
"4309 SEWARD ST","2152670500",2005-10-05,"2013-06-20","remediated","4309 SEWARD ST Omaha, NE"
"1509 N 45 ST","2151400000",2003-10-01,"not remediated","not remediated","1509 N 45 ST Omaha, NE"
"4340 CHARLES ST","2151460000",2003-07-25,"2010-07-27","remediated","4340 CHARLES ST Omaha, NE"
"1508 MILITARY AV","2151530000",2017-07-03,"not remediated","not remediated","1508 MILITARY AV Omaha, NE"
"4321 CHARLES ST","2151670000",2003-07-14,"not remediated","not remediated","4321 CHARLES ST Omaha, NE"
"4529 CHARLES ST","2151920000",2013-07-19,"2014-10-06","remediated","4529 CHARLES ST Omaha, NE"
"4518 HAMILTON ST","2152120000",2008-12-22,"not remediated","not remediated","4518 HAMILTON ST Omaha, NE"
"4509 SEWARD ST","2152200000",2001-07-27,"2002-06-11","remediated","4509 SEWARD ST Omaha, NE"
"4533 SEWARD ST","2152260000",2009-06-16,"not remediated","not remediated","4533 SEWARD ST Omaha, NE"
"4561 SEWARD ST","2152330000",2009-06-30,"not remediated","not remediated","4561 SEWARD ST Omaha, NE"
"4542 CHARLES ST","2152390000",2008-11-03,"not remediated","not remediated","4542 CHARLES ST Omaha, NE"
"4522 CHARLES ST","2152440000",2008-10-16,"not remediated","not remediated","4522 CHARLES ST Omaha, NE"
"6054 S 36 ST","2308170000",2004-01-22,"not remediated","not remediated","6054 S 36 ST Omaha, NE"
"6047 S 36 AV","2308210000",2004-11-30,"not remediated","not remediated","6047 S 36 AV Omaha, NE"
"6029 S 36 AV","2308250002",2004-01-06,"not remediated","not remediated","6029 S 36 AV Omaha, NE"
